ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A1759227,871,35204183,81,,,POINT,573446,,Data6,Data1,,,Data9,1248,,,0,,,m/s,,,,seven,Data5,Test Data 42,34
A8477622,622,51936017,141,,,POINT,655401,,Data8,Data9,,1,Data7,929,,,6001,,,m/s,,,,two,Data4,Test Data 90,85
A9792002,493,74412104,103,,,POINT,312968,,Data5,Data5,CYCLE,,Data7,7771,,,9001,,,m/s,,,,,Data2,Test Data 11,32
A4337785,612,66241722,116,,,POINT,366167,,Data3,Data9,CYCLE,,Data1,5433,,H,UNSPECIFIED,,,m/s,,,,zero,Data4,Test Data 7,9
A3781695,31,61621508,70,,,POINT,29352,,Data6,Data2,,,Data4,2339,,,9001,,,m/s,,,,seven,Data3,Test Data 65,8
A1313338,244,63654524,60,,,POINT,652241,,Data9,Data7,CYCLE,,Data4,1903,,,0,,,m/s,,,,five,Data1,Test Data 35,33
A8008629,235,77493832,80,,,POINT,22808,,Data5,Data5,,1,Data5,3809,,,,,,m/s,,,,two,Data8,Test Data 85,47
A5785543,160,32362341,109,,,POINT,699804,,Data4,Data9,CYCLE,1,Data8,4136,,H,0,,,m/s,,,,four,Data8,Test Data 74,94
A930691,776,77362741,13,,,POINT,696797,,Data5,Data3,CYCLE,1,Data3,7653,,,6001,,,m/s,,,,two,Data8,Test Data 89,44
A6990736,631,48799057,183,,,POINT,48578,,Data6,Data6,,1,Data1,2193,,,,,,m/s,,,,,Data5,Test Data 32,81
A583870,119,96570713,169,,,POINT,881733,,Data1,Data4,,1,Data2,5330,,,,,,m/s,,,,four,Data9,Test Data 43,22
